business,industry,order,stage,capital,revenue,inputs,maintenance,profit_after_tax,payback_hours,npc_profit,utility_stress_profit,upgrade_payback_hours,input_output_scale_ratio
iron_quarry,miner,2,22,156698.79,58658.7722,2841.5321,19.6,48543.9468,3.228,42645.1196,54428.7478,2.9568,0.180245
iron_quarry,miner,2,23,171824.18,64524.6447,2926.7793,19.6,53573.0909,3.2073,47209.9468,60168.3058,3.0075,0.168775
iron_quarry,miner,2,24,188764.61,70977.1091,3014.5822,19.6,59110.3464,3.1934,52240.214,66490.6688,3.0594,0.158035
iron_quarry,miner,2,25,207737.9,78074.8248,3105.0197,19.6,65206.6784,3.1858,57782.7303,73454.3791,3.1122,0.147978
iron_quarry,miner,2,26,228987.98,85882.3031,3198.1707,19.6,71918.1432,3.184,63888.9865,81123.8316,3.1662,0.138561
iron_quarry,miner,2,27,252788.07,94470.5364,3294.1156,19.6,79306.4341,3.1875,70615.6557,89569.899,3.2213,0.129744
iron_quarry,miner,2,28,279444.17,103917.59,3392.938,19.6,87439.3952,3.1959,78025.065,98870.523,3.2775,0.121487
iron_quarry,miner,2,29,309299.0,114309.3484,3494.7263,19.6,96391.6692,3.2088,86185.7892,109111.4572,3.3349,0.113756
iron_quarry,miner,2,30,398893.72,158432.756,3473.5833,19.6,134797.4282,2.9592,121516.2298,153266.1933,2.3328,0.081579
iron_quarry,miner,2,31,436343.62,174276.0275,3577.7917,19.6,148490.4131,2.9385,134034.5344,168955.0546,2.735,0.076387
iron_quarry,miner,2,32,478287.51,191703.6314,3685.1253,19.6,163559.0483,2.9242,147815.6172,186223.6176,2.7835,0.071526
iron_quarry,miner,2,33,525264.67,210873.994,3795.6788,19.6,180141.0822,2.9159,162986.077,205230.1681,2.833,0.066975
iron_quarry,miner,2,34,577879.09,231961.3963,3909.5484,19.6,198388.0557,2.9129,179685.1945,226148.8448,2.8835,0.062713
iron_quarry,miner,2,35,636807.24,255157.5359,4026.835,19.6,218466.6578,2.9149,198066.1762,249171.1956,2.9349,0.058722
iron_quarry,miner,2,36,702806.76,280673.2878,4147.6413,19.6,240560.2604,2.9215,218297.5682,274507.9434,2.9873,0.054985
iron_quarry,miner,2,37,776726.23,308740.6177,4272.0698,19.6,264870.5847,2.9325,240564.7895,302390.9021,3.0407,0.051486
iron_quarry,miner,2,38,859516.03,339614.6783,4400.2325,19.6,291619.5159,2.9474,265071.794,333075.0584,3.0951,0.048209
iron_quarry,miner,2,39,952240.61,373576.1509,4532.2397,19.6,321051.1507,2.966,292042.9611,366840.9299,3.1505,0.045142
iron_quarry,miner,2,40,1236797.93,544487.2373,4448.8004,19.6,469816.3881,2.6325,428896.9892,537875.6521,1.9128,0.030402
iron_quarry,miner,2,41,1353111.64,598935.9605,4582.2638,19.6,517070.6641,2.6169,472255.7727,592126.6166,2.4614,0.028467
iron_quarry,miner,2,42,1483383.0,658829.5577,4719.7327,19.6,569058.4957,2.6067,519964.4471,651816.5201,2.5058,0.026656
iron_quarry,miner,2,43,1629286.92,724712.5094,4861.3239,19.6,626253.4794,2.6016,572458.4216,717489.6698,2.551,0.024959
iron_quarry,miner,2,44,1792699.31,797183.7638,5007.1636,19.6,689176.5902,2.6012,630216.6657,789744.8272,2.597,0.023371
iron_quarry,miner,2,45,1975721.19,876902.1379,5157.3795,19.6,758400.8878,2.6051,693766.0411,869240.6196,2.6439,0.021884
iron_quarry,miner,2,46,2180705.69,964592.3511,5312.101,19.6,834556.7655,2.613,763686.1293,956701.575,2.6916,0.020491
iron_quarry,miner,2,47,2410288.34,1061051.5885,5471.4639,19.6,918337.6565,2.6246,840614.475,1052924.6775,2.7403,0.019187
iron_quarry,miner,2,48,2667420.9,1167156.7445,5635.6068,19.6,1010506.3377,2.6397,925252.3853,1158786.6155,2.7898,0.017966
iron_quarry,miner,2,49,2955409.37,1283872.423,5804.6751,19.6,1111901.8887,2.658,1018371.3258,1275251.7781,2.8402,0.016823
iron_quarry,miner,2,50,3882930.95,1963040.931,5620.0864,19.6,1702939.0827,2.2801,1561983.0151,1954693.7993,1.5693,0.010653
copper_quarry,miner,3,1,67509.2,8952.6768,2318.9667,45.5,5731.7428,11.7781,3638.1914,5464.8768,,1.0
copper_quarry,miner,3,2,70759.2,9847.9445,2388.5357,45.5,6450.1007,10.9702,4250.0521,6256.8755,4.5242,0.936364
copper_quarry,miner,3,3,74399.2,10832.7389,2460.1917,45.5,7244.5311,10.2697,4930.4035,7135.3029,4.5819,0.876777
copper_quarry,miner,3,4,78476.0,11916.0128,2533.9975,45.5,8122.7683,9.6612,5686.314,8109.0187,4.642,0.820982
copper_quarry,miner,3,5,83042.02,13107.6141,2610.0179,45.5,9093.3237,9.1322,6525.5645,9187.7745,4.7045,0.768738
copper_quarry,miner,3,6,88155.96,14418.3755,2688.3178,45.5,10165.5652,8.672,7456.7238,10382.3066,4.7694,0.719818
copper_quarry,miner,3,7,93883.57,15860.2131,2768.9668,45.5,11349.7993,8.2718,8489.2203,11704.4279,4.8366,0.674011
copper_quarry,miner,3,8,100298.49,17446.2335,2852.0368,45.5,12657.3661,7.9241,9633.4316,13167.1382,4.906,0.63112
copper_quarry,miner,3,9,107483.2,19190.8595,2937.5974,45.5,14100.753,7.6225,10900.7915,14784.7571,4.9777,0.590958
copper_quarry,miner,3,10,122896.64,23854.2372,2995.4672,45.5,18107.5449,6.787,14544.689,19362.2323,3.8468,0.484794
copper_quarry,miner,3,11,131909.15,26239.6601,3085.3318,45.5,20104.6806,6.5611,16318.2303,21614.2591,4.5127,0.453944
copper_quarry,miner,3,12,142003.16,28863.627,3177.8934,45.5,22307.0032,6.3659,18278.5615,24100.8266,4.5833,0.425057
copper_quarry,miner,3,13,153308.45,31749.9879,3273.2284,45.5,24735.1957,6.198,20444.6477,26845.6711,4.6558,0.398007
copper_quarry,miner,3,14,165970.37,34924.9831,3371.4251,45.5,27412.0105,6.0547,22837.3489,29874.9021,4.7302,0.37268
copper_quarry,miner,3,15,180151.72,38417.485,3472.5691,45.5,30362.4918,5.9334,25479.6343,33217.2646,4.8065,0.348964
copper_quarry,miner,3,16,196034.83,42259.2308,3576.7464,45.5,33614.1764,5.8319,28396.7651,36904.3686,4.8846,0.326757
copper_quarry,miner,3,17,213823.92,46485.1538,3684.0473,45.5,37197.3777,5.7484,31616.5522,40971.013,4.9646,0.305963
copper_quarry,miner,3,18,233747.7,51133.6701,3794.5692,45.5,41145.4328,5.681,35169.5823,45455.4692,5.0465,0.286493
copper_quarry,miner,3,19,256062.33,56247.0452,3908.4073,45.5,45495.03,5.6284,39089.5252,50399.8618,5.1303,0.268262
copper_quarry,miner,3,20,300435.82,73936.7378,3937.0952,45.5,60860.104,4.9365,53198.2474,68046.9697,2.8879,0.205577
copper_quarry,miner,3,21,328427.3,81330.4133,4055.2072,45.5,67189.8444,4.888,58936.0199,75265.3186,4.4222,0.192495
copper_quarry,miner,3,22,359777.75,89463.4547,4176.8625,45.5,74159.7502,4.8514,65259.97,83217.7734,4.498,0.180245
copper_quarry,miner,3,23,394890.26,98409.793,4302.1701,45.5,81834.0469,4.8255,72229.0792,91978.1036,4.5753,0.168775
copper_quarry,miner,3,24,434216.27,108250.7723,4431.2346,45.5,90283.4128,4.8095,79908.266,101627.4982,4.6543,0.158035
copper_quarry,miner,3,25,478261.4,119075.8567,4564.1716,45.5,99585.581,4.8025,88368.9279,112255.2493,4.7349,0.147978
copper_quarry,miner,3,26,527591.94,130983.4361,4701.0973,45.5,109826.0497,4.8039,97689.6028,123959.5747,4.8172,0.138561
copper_quarry,miner,3,27,582842.15,144081.7841,4842.1299,45.5,121098.9142,4.8129,107956.7324,136848.5724,4.9012,0.129744
copper_quarry,miner,3,28,644722.38,158489.9626,4987.3923,45.5,133507.6511,4.8291,119265.3815,151041.1217,4.9868,0.121487
copper_quarry,miner,3,29,714028.24,174338.9579,5137.0144,45.5,147166.1059,4.8519,131720.1448,166668.0164,5.0742,0.113756
copper_quarry,miner,3,30,909278.94,241633.7943,5105.9356,45.5,205739.6521,4.4196,185602.632,234008.9865,3.3334,0.081579
copper_quarry,miner,3,31,996216.21,265797.1675,5259.1149,45.5,226628.5207,4.3958,204703.5616,257944.9786,4.1619,0.076387
copper_quarry,miner,3,32,1093585.96,292376.886,5416.8882,45.5,249615.6131,4.3811,225730.6766,284290.4968,4.2358,0.071526
copper_quarry,miner,3,33,1202640.08,321614.5737,5579.3944,45.5,274911.021,4.3747,248877.0674,313286.9584,4.3112,0.066975
copper_quarry,miner,3,34,1324780.69,353776.0355,5746.7751,45.5,302745.8716,4.3759,274355.1658,345199.9585,4.388,0.062713
copper_quarry,miner,3,35,1461578.17,389153.6391,5919.1786,45.5,333374.3956,4.3842,302398.6433,380321.6443,4.4663,0.058722
copper_quarry,miner,3,36,1614791.35,428069.0003,6096.7558,45.5,367076.2677,4.3991,333264.5665,418973.4079,4.5461,0.054985
copper_quarry,miner,3,37,1786390.11,470875.9021,6279.6574,45.5,404159.1479,4.42,367235.7356,461508.8086,4.6274,0.051486
copper_quarry,miner,3,38,1978580.73,517963.4906,6468.0479,45.5,444961.4501,4.4466,404623.2206,508316.7481,4.7103,0.048209
copper_quarry,miner,3,39,2193834.22,569759.8468,6662.0898,45.5,489855.4636,4.4785,445769.2428,559825.0664,4.7947,0.045142
copper_quarry,miner,3,40,2825655.76,830424.9728,6539.4396,45.5,716740.8289,3.9424,654485.3188,820672.2557,2.7848,0.030402
copper_quarry,miner,3,41,3095669.74,913467.4692,6735.6219,45.5,788817.1222,3.9244,720625.0426,903423.5369,3.7462,0.028467
copper_quarry,miner,3,42,3398085.39,1004814.2179,6937.692,45.5,868112.9926,3.9143,793399.3364,994470.3305,3.8138,0.026656
copper_quarry,miner,3,43,3736790.92,1105295.6335,7145.8216,45.5,955350.7514,3.9114,873472.2744,1094642.7962,3.8826,0.024959
copper_quarry,miner,3,44,4116141.12,1215825.2022,7360.1961,45.5,1051324.9703,3.9152,961574.3676,1204854.1449,3.9526,0.023371
copper_quarry,miner,3,45,4541013.34,1337407.7188,7581.0035,45.5,1156909.6573,3.9251,1058509.1698,1326108.8926,4.024,0.021884
copper_quarry,miner,3,46,5016870.23,1471148.4898,7808.4338,45.5,1273066.2637,3.9408,1165160.6411,1459512.0635,4.0967,0.020491
copper_quarry,miner,3,47,5549829.94,1618263.3424,8042.6866,45.5,1400852.3856,3.9618,1282501.144,1606279.1887,4.1707,0.019187
copper_quarry,miner,3,48,6146744.82,1780089.6721,8283.9658,45.5,1541431.3795,3.9877,1411600.2891,1767747.3609,4.2461,0.017966
copper_quarry,miner,3,49,6815289.48,1958098.6456,8532.4848,45.5,1696082.9749,4.0183,1553634.6893,1945387.43,4.3229,0.016823
copper_quarry,miner,3,50,8908693.84,2993932.8233,8261.1518,45.5,2597494.7692,3.4297,2382709.031,2981624.3774,2.3224,0.010653
bauxite_quarry,miner,4,1,127902.08,11031.6756,2554.8667,84.0,7301.7438,17.5166,4909.0405,7159.4756,,1.0
bauxite_quarry,miner,4,2,133902.08,12134.8432,2631.5127,84.0,8194.8175,16.3398,5676.6055,8148.9972,6.7184,0.936364
bauxite_quarry,miner,4,3,140622.08,13348.3275,2710.458,84.0,9181.8664,15.3152,6528.9749,9245.4261,6.8082,0.876777
bauxite_quarry,miner,4,4,148148.48,14683.1602,2791.7718,84.0,10272.4279,14.422,7474.8705,10459.6918,6.9014,0.820982
bauxite_quarry,miner,4,5,156578.05,16151.4762,2875.5254,84.0,11476.9972,13.6428,8523.8929,11803.8231,6.998,0.768738
bauxite_quarry,miner,4,6,166019.17,17766.6239,2961.7905,84.0,12807.125,12.963,9686.6133,13291.0621,7.0979,0.719818
bauxite_quarry,miner,4,7,176593.22,19543.2863,3050.6437,84.0,14275.5191,12.3704,10974.6635,14935.9785,7.2011,0.674011
bauxite_quarry,miner,4,8,188436.16,21497.6138,3142.1641,84.0,15896.1612,11.8542,12400.8449,16754.6051,7.3076,0.63112
bauxite_quarry,miner,4,9,201700.25,23647.3785,3236.4284,84.0,17684.4465,11.4055,13979.2601,18764.6004,7.4172,0.590958
bauxite_quarry,miner,4,10,225460.84,29393.69,3300.1851,84.0,22628.2693,9.9637,18480.6743,24416.3774,4.8061,0.484794
bauxite_quarry,miner,4,11,242099.31,32333.0579,3399.1913,84.0,25099.3839,9.6456,20683.6593,27208.945,6.7332,0.453944
bauxite_quarry,miner,4,12,260734.4,35566.3648,3501.1688,84.0,27823.6405,9.371,23117.3386,30291.0459,6.8404,0.425057
bauxite_quarry,miner,4,13,281605.7,39122.9991,3606.202,84.0,30826.5335,9.1352,25805.0963,33691.9434,6.9504,0.398007
bauxite_quarry,miner,4,14,304981.56,43035.2946,3714.3878,84.0,34136.1089,8.9343,28772.654,37443.8276,7.0631,0.37268
bauxite_quarry,miner,4,15,331162.52,47338.8285,3825.8209,84.0,37783.2366,8.7648,32048.3315,41582.1354,7.1785,0.348964
bauxite_quarry,miner,4,16,360485.19,52072.708,3940.5957,84.0,41801.8577,8.6237,35663.2729,46145.8338,7.2967,0.326757
bauxite_quarry,miner,4,17,393326.58,57279.9788,4058.8119,84.0,46229.3352,8.5082,39651.7652,51177.8208,7.4176,0.305963
bauxite_quarry,miner,4,18,430108.94,63007.9778,4180.5769,84.0,51106.7588,8.4159,44051.5169,56725.2742,7.5414,0.286493
bauxite_quarry,miner,4,19,471305.19,69308.7855,4305.9953,84.0,56479.3475,8.3447,48904.0355,62840.1191,7.6679,0.268262
bauxite_quarry,miner,4,20,548964.33,91106.3947,4337.6015,84.0,75415.77,7.2792,66294.7135,84590.8645,4.101,0.205577
bauxite_quarry,miner,4,21,600640.9,100217.0364,4467.7286,84.0,83228.8178,7.2167,73388.0363,93508.5618,6.6141,0.192495
bauxite_quarry,miner,4,22,658518.66,110238.74,4601.7594,84.0,91831.0931,7.171,81204.3529,103331.5326,6.7282,0.180245
bauxite_quarry,miner,4,23,723341.75,121262.6052,4739.8142,84.0,101301.7481,7.1405,89816.3628,114150.6986,6.8446,0.168775
bauxite_quarry,miner,4,24,795943.61,133388.8657,4882.0078,84.0,111727.8863,7.1239,99304.0808,126066.1231,6.9634,0.158035
bauxite_quarry,miner,4,25,877257.69,146727.7611,5028.4681,84.0,123205.3049,7.1203,109755.5067,139187.8561,7.0847,0.147978
bauxite_quarry,miner,4,26,968329.46,161400.5295,5179.3228,84.0,135839.3698,7.1285,121267.4394,153636.9465,7.2084,0.138561
bauxite_quarry,miner,4,27,1070329.85,177540.5879,5334.7021,84.0,149746.0406,7.1476,133946.4172,169546.618,7.3346,0.129744
bauxite_quarry,miner,4,28,1184570.28,195294.6467,5494.7415,84.0,165052.8375,7.1769,147909.6051,187063.3801,7.4634,0.121487
bauxite_quarry,miner,4,29,1312519.56,214824.1103,5659.5841,84.0,181900.0578,7.2156,163285.9121,206348.4252,7.5947,0.113756
bauxite_quarry,miner,4,30,1657971.15,297746.2152,5625.3437,84.0,254072.0781,6.5256,229674.9565,289321.2996,4.7865,0.081579
bauxite_quarry,miner,4,31,1818470.73,327520.8289,5794.1055,84.0,279829.1694,6.4985,253241.505,318845.6838,6.2313,0.076387
bauxite_quarry,miner,4,32,1998230.26,360272.914,5967.9284,84.0,308172.2575,6.4841,279182.4387,351340.0349,6.3423,0.071526
bauxite_quarry,miner,4,33,2199560.94,396300.2043,6146.9658,84.0,339360.2376,6.4815,307735.7148,387101.8595,6.4554,0.066975
bauxite_quarry,miner,4,34,2425051.3,435930.2303,6331.3735,84.0,373677.9254,6.4897,339163.124,426458.457,6.5707,0.062713
bauxite_quarry,miner,4,35,2677600.5,479523.2533,6521.3151,84.0,411438.6063,6.5079,373752.6301,469769.8463,6.6882,0.058722
bauxite_quarry,miner,4,36,2960455.6,527475.5753,6716.9565,84.0,452986.9184,6.5354,411821.0255,517432.0831,6.8079,0.054985
bauxite_quarry,miner,4,37,3277253.32,580223.1351,6918.464,84.0,498701.9839,6.5716,453716.8121,569880.86,6.9298,0.051486
bauxite_quarry,miner,4,38,3632066.76,638245.4464,7126.0188,84.0,549000.822,6.6158,499823.3289,627595.4217,7.0541,0.048209
bauxite_quarry,miner,4,39,4029457.82,702069.9999,7339.7998,84.0,604342.194,6.6675,550562.3002,691102.9937,7.1807,0.045142
bauxite_quarry,miner,4,40,5144534.78,1023267.02,7204.6729,84.0,883901.162,5.8203,807722.6067,1012500.3718,3.9887,0.030402
bauxite_quarry,miner,4,41,5643022.12,1125593.7209,7420.8121,84.0,972737.3507,5.8012,889259.7587,1114506.5948,5.6113,0.028467
bauxite_quarry,miner,4,42,6201327.94,1238153.0952,7643.438,84.0,1070470.3218,5.7931,978973.3191,1226735.8729,5.7126,0.026656
bauxite_quarry,miner,4,43,6826630.46,1361968.3971,7872.7399,84.0,1177990.1417,5.7952,1077681.6078,1350211.18,5.8157,0.024959
bauxite_quarry,miner,4,44,7526969.28,1498165.2434,8108.922,84.0,1296275.9196,5.8066,1186284.8117,1486057.8299,5.9207,0.023371
bauxite_quarry,miner,4,45,8311348.76,1647981.7633,8352.1913,84.0,1426404.6477,5.8268,1305773.1237,1635513.645,6.0277,0.021884
bauxite_quarry,miner,4,46,9189853.78,1812779.9385,8602.7573,84.0,1569561.0677,5.855,1437235.8149,1799940.2963,6.1367,0.020491
bauxite_quarry,miner,4,47,10173779.4,1994057.9368,8860.8397,84.0,1727048.3945,5.8908,1581871.0899,1980835.6258,6.2476,0.019187
bauxite_quarry,miner,4,48,11275776.1,2193463.725,9126.6633,84.0,1900300.1636,5.9337,1740996.985,2179847.2669,6.3607,0.017966
bauxite_quarry,miner,4,49,12510012.4,2412810.1052,9400.4633,84.0,2090893.3084,5.9831,1916063.3892,2398787.6733,6.4758,0.016823
bauxite_quarry,miner,4,50,16318934.09,3689186.6436,9101.5285,84.0,3201600.9701,5.0971,2937613.0221,3675607.4539,3.4293,0.010653
silver_mine,miner,5,1,230515.06,14128.17,3146.0,154.0,9420.5079,24.4695,6429.536,9303.17,,1.0
silver_mine,miner,5,2,241515.06,15540.987,3240.38,154.0,10567.5481,22.8544,7418.2196,10575.857,9.5899,0.936364
