business,industry,order,stage,capital,revenue,inputs,maintenance,profit_after_tax,payback_hours,npc_profit,utility_stress_profit,upgrade_payback_hours,input_output_scale_ratio
coal_open_pit,miner,1,16,35875.83,7003.827,2802.0385,19.3399,3638.7303,9.8594,1380.664,2844.0355,9.6604,0.92347
coal_open_pit,miner,1,17,39159.97,7631.3925,3036.242,20.847,3979.644,9.8401,1529.904,3124.0213,9.6333,0.918367
coal_open_pit,miner,1,18,42838.21,8334.6051,3297.6004,22.5358,4362.588,9.8194,1698.7478,3439.3472,9.6052,0.913265
coal_open_pit,miner,1,19,46957.83,9122.5975,3589.2076,24.4281,4792.7967,9.7976,1889.8384,3794.5517,9.5759,0.908163
coal_open_pit,miner,1,20,59459.8,11535.3723,4512.996,30.2225,6083.1738,9.7745,2428.5813,4836.4898,9.6886,0.903061
coal_open_pit,miner,1,21,64627.46,12523.2238,4871.7923,32.5948,6628.3879,9.7501,2678.2958,5291.7912,9.4782,0.897959
coal_open_pit,miner,1,22,70415.24,13630.8043,5272.5363,35.2547,7241.0215,9.7245,2960.5843,5804.5496,9.4474,0.892857
coal_open_pit,miner,1,23,76897.55,14872.6549,5720.0225,38.2371,7929.5239,9.6976,3279.8531,6382.1867,9.4151,0.887755
coal_open_pit,miner,1,24,84157.74,16265.1117,6219.611,41.5811,8703.4101,9.6695,3641.0919,7033.0792,9.3815,0.882653
coal_open_pit,miner,1,25,92289.15,17826.5357,6777.2798,45.3309,9573.4147,9.6401,4049.9779,7766.71,9.3464,0.877551
coal_open_pit,miner,1,26,101396.33,19577.5622,7399.7107,49.536,10551.6345,9.6095,4512.9477,8593.7921,9.31,0.872449
coal_open_pit,miner,1,27,111596.37,21541.3952,8094.3648,54.2522,11651.717,9.5777,5037.3167,9526.4484,9.2721,0.867347
coal_open_pit,miner,1,28,123020.41,23744.1229,8869.5763,59.5421,12889.0539,9.5446,5631.3917,10578.3895,9.2328,0.862245
coal_open_pit,miner,1,29,135815.34,26215.0898,9734.6574,65.4762,14281.0119,9.5102,6304.6095,11765.1293,9.192,0.857143
coal_open_pit,miner,1,30,182523.37,35237.3207,13007.0664,87.1433,19264.5066,9.4746,8592.1136,15930.1951,9.3725,0.852041
coal_open_pit,miner,1,31,198573.33,38350.343,14071.402,94.6193,21040.3599,9.4377,9478.5521,17463.0185,9.0379,0.846939
coal_open_pit,miner,1,32,216549.28,41844.5562,15260.9975,103.0108,23038.0767,9.3996,10481.138,19191.0262,8.9982,0.841837
coal_open_pit,miner,1,33,236682.35,45767.0193,16590.3859,112.4307,25285.8564,9.3603,11615.6059,21139.6893,8.9569,0.836735
coal_open_pit,miner,1,34,259231.39,50170.7142,18075.8157,123.0063,27815.5463,9.3197,12899.8416,23337.853,8.9138,0.831633
coal_open_pit,miner,1,35,284486.31,55115.3046,19735.4602,134.8808,30663.1183,9.2778,14354.1725,25818.1834,8.8689,0.826531
coal_open_pit,miner,1,36,312771.82,60667.9929,21589.6465,148.2157,33869.2136,9.2347,16001.7088,28617.6856,8.8224,0.821429
coal_open_pit,miner,1,37,344451.59,66904.4874,23661.1187,163.1928,37479.753,9.1903,17868.7191,31778.2777,8.7742,0.816327
coal_open_pit,miner,1,38,379932.93,73910.1091,25975.3248,180.017,41546.6475,9.1447,19985.083,35347.4724,8.7244,0.811224
coal_open_pit,miner,1,39,419672.04,81781.0206,28560.752,198.9192,46128.574,9.0979,22384.7693,39379.1072,8.673,0.806122
coal_open_pit,miner,1,40,540259.93,105478.7406,36603.6692,255.8299,59698.7402,9.0498,29221.6588,51135.244,8.8863,0.80102
coal_open_pit,miner,1,41,590108.66,115450.2014,39808.8213,279.7766,65564.595,9.0004,32367.1525,56346.6426,8.4981,0.795918
coal_open_pit,miner,1,42,645939.24,126658.3024,43393.5707,306.6931,72173.4936,8.9498,35929.5927,62230.7972,8.4478,0.790816
coal_open_pit,miner,1,43,708469.49,139258.7012,47402.7014,336.9533,79621.5704,8.898,39965.9555,68876.8158,8.3955,0.785714
coal_open_pit,miner,1,44,778503.37,153427.0661,51886.3883,370.979,88017.6379,8.8449,44541.0914,76385.8039,8.3413,0.780612
coal_open_pit,miner,1,45,856941.32,169361.7065,56900.8599,409.2465,97484.8922,8.7905,49728.829,84872.5081,8.2852,0.77551
coal_open_pit,miner,1,46,944791.82,187286.5375,62509.1416,452.2934,108162.8392,8.7349,55613.2242,94467.1755,8.2273,0.770408
coal_open_pit,miner,1,47,1043184.38,207454.4905,68781.8931,500.7273,120209.527,8.6781,62290.0254,105317.7196,8.1676,0.765306
coal_open_pit,miner,1,48,1153384.05,230151.3234,75798.3535,555.2343,133804.03,8.6199,69868.2942,117592.124,8.1062,0.760204
coal_open_pit,miner,1,49,1276807.68,255700.0007,83647.4047,616.5901,149149.3252,8.5606,78472.3035,131481.2404,8.0431,0.755102
coal_open_pit,miner,1,50,1699109.11,341570.8233,110983.4255,822.8111,199895.1905,8.5,105958.7094,176752.5804,8.3219,0.75
iron_quarry,miner,2,1,29493.55,4018.6737,1577.6,19.6,2106.6821,14.0,828.939,1661.4737,,1.0
iron_quarry,miner,2,2,30893.55,4195.7445,1638.7083,20.2045,2207.0435,13.9977,878.3286,1747.3931,13.9496,0.994898
iron_quarry,miner,2,3,32461.55,4395.8383,1708.0533,20.8877,2320.2007,13.9908,933.703,1844.0522,13.8568,0.989796
iron_quarry,miner,2,4,34217.71,4621.6918,1786.5547,21.6587,2447.7262,13.9794,995.8626,1952.8156,13.7711,0.984694
iron_quarry,miner,2,5,36184.61,4876.3913,1875.2442,22.5283,2591.3984,13.9634,1065.7184,2075.2304,13.6902,0.979592
iron_quarry,miner,2,6,38387.54,5163.4211,1975.2814,23.5082,2753.2293,13.9427,1144.3065,2213.0506,13.6125,0.97449
iron_quarry,miner,2,7,40854.82,5486.7073,2087.9662,24.612,2935.4923,13.9175,1232.8045,2368.263,13.5369,0.969388
iron_quarry,miner,2,8,43618.17,5850.6906,2214.7611,25.8546,3140.7652,13.8878,1332.5563,2543.1261,13.4618,0.964285
iron_quarry,miner,2,9,46713.12,6260.3824,2357.3099,27.2533,3371.9627,13.8534,1445.0878,2740.1983,13.3866,0.959183
iron_quarry,miner,2,10,53394.76,7151.5233,2678.5408,30.2957,3865.1375,13.8145,1673.1117,3152.3147,13.5482,0.954082
iron_quarry,miner,2,11,57277.07,7670.3381,2857.4943,32.067,4159.2758,13.7709,1817.9621,3404.1949,13.1989,0.948979
iron_quarry,miner,2,12,61625.26,8254.3156,3058.5168,34.0607,4490.7122,13.7228,1981.6166,3688.3147,13.1192,0.943878
iron_quarry,miner,2,13,66495.23,8911.6541,3284.2351,36.3049,4864.2693,13.6701,2166.6658,4008.9522,13.0367,0.938776
iron_quarry,miner,2,14,71949.6,9651.6206,3537.6055,38.8312,5285.4099,13.6129,2376.057,4370.9621,12.9514,0.933673
iron_quarry,miner,2,15,78058.49,10484.7157,3821.96,41.6755,5760.3398,13.551,2613.1571,4779.8723,12.8627,0.928571
iron_quarry,miner,2,16,84900.45,11422.8349,4141.0517,44.8783,6296.1073,13.4846,2881.8121,5241.9764,12.7704,0.92347
iron_quarry,miner,2,17,92563.44,12479.4648,4499.1101,48.4857,6900.7261,13.4136,3186.421,5764.4478,12.6741,0.918368
iron_quarry,miner,2,18,101145.99,13669.8964,4900.9059,52.5499,7583.3034,13.338,3532.0084,6355.4566,12.5737,0.913265
iron_quarry,miner,2,19,110758.45,15011.4865,5351.8234,57.1301,8354.2036,13.2578,3924.3239,7024.3218,12.4691,0.908163
iron_quarry,miner,2,20,131136.11,17830.148,6321.0062,66.7532,9954.8781,13.1731,4715.8559,8397.2791,12.7307,0.903061
iron_quarry,miner,2,21,143193.98,19540.6925,6888.278,72.5931,10944.4446,13.0837,5227.5438,9261.4318,12.185,0.897959
iron_quarry,miner,2,22,156698.79,21470.5078,7525.5527,79.1816,12063.2229,12.9898,5808.8956,10240.3805,12.071,0.892857
iron_quarry,miner,2,23,171824.18,23648.5727,8241.6143,86.6177,13328.6964,12.8913,6469.819,11349.989,11.9524,0.887755
iron_quarry,miner,2,24,188764.61,26107.8845,9046.4017,95.0139,14760.8279,12.7882,7221.6911,12608.4153,11.8288,0.882653
iron_quarry,miner,2,25,207737.9,28886.0218,9951.1727,104.4987,16382.4049,12.6805,8077.5598,14036.4286,11.7005,0.877551
iron_quarry,miner,2,26,228987.98,32025.8357,10968.6884,115.2182,18219.4783,12.5683,9052.4178,15657.8247,11.5674,0.872449
iron_quarry,miner,2,27,252788.07,35576.2214,12113.4218,127.3394,20301.8504,12.4515,10163.5051,17499.8869,11.4293,0.867347
iron_quarry,miner,2,28,279444.17,39593.0064,13401.8051,141.053,22663.629,12.3301,11430.6445,19593.9035,11.2865,0.862245
iron_quarry,miner,2,29,309299.0,44139.999,14852.5029,156.5767,25343.8999,12.2041,12876.6682,21975.809,11.1387,0.857143
iron_quarry,miner,2,30,398893.72,57364.9118,19187.6105,201.7274,33038.7493,12.0735,16908.7863,28732.0496,11.6435,0.852041
iron_quarry,miner,2,31,436343.62,63268.6368,21035.5875,221.883,36549.7147,11.9384,18839.6452,31877.3894,10.6666,0.846939
iron_quarry,miner,2,32,478287.51,69959.7567,23120.1319,244.7269,40537.5612,11.7986,21042.8806,35456.9034,10.5179,0.841837
iron_quarry,miner,2,33,525264.67,77548.4032,25472.6884,270.635,45070.4194,11.6543,23559.0549,39533.7542,10.3637,0.836735
iron_quarry,miner,2,34,577879.09,86161.0358,28129.1491,300.0391,50226.7074,11.5054,26435.0659,44180.7869,10.2039,0.831633
iron_quarry,miner,2,35,636807.24,95943.0423,31130.5347,333.4355,56096.7927,11.3519,29725.1963,49482.1107,10.0387,0.826531
iron_quarry,miner,2,36,702806.76,107061.752,34523.7772,371.3954,62784.9241,11.1939,33492.3404,55534.9423,9.8682,0.821429
iron_quarry,miner,2,37,776726.23,119710.0091,38362.6428,414.5774,70411.5265,11.0312,37809.4658,62451.7999,9.6923,0.816327
iron_quarry,miner,2,38,859516.03,134110.3317,42708.8077,463.741,79115.8712,10.864,42761.3128,70363.0531,9.5113,0.811225
iron_quarry,miner,2,39,952240.61,150519.8625,47633.1142,519.7641,89059.2763,10.6922,48446.4547,79419.9972,9.3252,0.806122
iron_quarry,miner,2,40,1236797.93,198192.336,62322.4601,682.5209,117612.9989,10.5158,64387.6578,105163.8575,9.9657,0.80102
iron_quarry,miner,2,41,1353111.64,219981.0666,68733.4242,756.9089,130926.9381,10.3349,72127.808,117378.7897,8.7362,0.795918
iron_quarry,miner,2,42,1483383.0,244850.8339,76013.6112,841.8158,146156.0039,10.1493,81018.4344,131376.2736,8.5541,0.790816
iron_quarry,miner,2,43,1629286.92,273269.5482,84288.8332,938.8391,163596.4321,9.9592,91243.5498,147436.2008,8.3658,0.785714
iron_quarry,miner,2,44,1792699.31,305782.3025,93704.805,1049.8396,183594.0623,9.7645,103018.7948,165885.8907,8.1716,0.780612
iron_quarry,miner,2,45,1975721.19,343025.3894,104430.6376,1176.9898,206553.4529,9.5652,116597.3652,187108.8848,7.9715,0.77551
iron_quarry,miner,2,46,2180705.69,385743.1276,116663.0231,1322.8308,232948.8281,9.3613,132277.1366,211555.5131,7.7659,0.770408
iron_quarry,miner,2,47,2410288.34,434808.2444,130631.2575,1490.3422,263337.3808,9.1529,150409.367,239755.765,7.5549,0.765306
iron_quarry,miner,2,48,2667420.9,491246.5223,146603.3295,1683.0259,298375.3451,8.9398,171409.1976,272334.8306,7.3387,0.760204
iron_quarry,miner,2,49,2955409.37,556266.8508,164893.2856,1905.0093,338837.6436,8.7222,195768.5428,310032.1353,7.1175,0.755102
iron_quarry,miner,2,50,3882930.95,747807.8036,220173.6833,2558.942,456815.4051,8.5,265426.776,419007.7346,7.8618,0.75
copper_quarry,miner,3,1,67509.2,6244.3057,2318.9667,45.5,3375.46,20.0,1471.4946,2756.5057,,1.0
copper_quarry,miner,3,2,70759.2,6525.593,2411.0644,46.9348,3538.8066,19.9952,1556.943,2899.6473,19.8963,0.994898
copper_quarry,miner,3,3,74399.2,6844.3461,2515.8678,48.5606,3723.5284,19.9808,1653.1146,3061.2032,19.7053,0.989796
copper_quarry,miner,3,4,78476.0,7205.0734,2634.8122,50.4005,3932.2787,19.9569,1761.4398,3243.5281,19.5295,0.984693
copper_quarry,miner,3,5,83042.02,7612.8952,2769.5233,52.4807,4168.0753,19.9233,1883.5505,3449.3032,19.3642,0.979591
copper_quarry,miner,3,6,88155.96,8073.6188,2921.8354,54.8307,4434.3489,19.8802,2021.3113,3681.5831,19.2056,0.974489
copper_quarry,miner,3,7,93883.57,8593.8319,3093.8169,57.4841,4735.0019,19.8276,2176.8561,3943.8515,19.0506,0.969387
copper_quarry,miner,3,8,100298.49,9181.0152,3287.8101,60.4791,5074.4717,19.7653,2352.618,4240.0741,18.8969,0.964286
copper_quarry,miner,3,9,107483.2,9843.6672,3506.4608,63.8591,5457.8122,19.6935,2551.3835,4574.7786,18.7424,0.959184
copper_quarry,miner,3,10,122896.64,11265.4207,3991.5678,71.1109,6266.3855,19.612,2953.874,5269.182,19.0625,0.954082
copper_quarry,miner,3,11,131909.15,12110.4376,4268.028,75.4211,6757.28,19.521,3210.887,5699.5081,18.3594,0.94898
copper_quarry,miner,3,12,142003.16,13064.4114,4579.4768,80.2869,7312.0435,19.4204,3502.027,6186.298,18.1952,0.943878
copper_quarry,miner,3,13,153308.45,14141.5729,4930.26,85.7812,7939.2126,19.3103,3832.0872,6737.2588,18.0259,0.938776
copper_quarry,miner,3,14,165970.37,15358.151,5325.3029,91.9865,8648.5496,19.1905,4206.58,7361.2255,17.8504,0.933674
copper_quarry,miner,3,15,180151.72,16732.66,5770.1966,98.9974,9451.2154,19.0612,4631.8357,8068.3184,17.6678,0.928571
copper_quarry,miner,3,16,196034.83,18286.2308,6271.2929,106.9216,10359.9742,18.9223,5115.1237,8870.1321,17.4778,0.923469
copper_quarry,miner,3,17,213823.92,20043.0225,6835.8105,115.8824,11389.4568,18.7738,5664.8199,9779.9867,17.2796,0.918367
copper_quarry,miner,3,18,233747.7,22030.6537,7471.9634,126.0206,12556.4227,18.6158,6290.5573,10813.1673,17.0731,0.913265
copper_quarry,miner,3,19,256062.33,24280.7519,8189.1061,137.4976,13880.1089,18.4481,7003.4447,11987.2538,16.8579,0.908163
copper_quarry,miner,3,20,300435.82,28678.2667,9617.905,159.9277,16443.3776,18.2709,8355.8282,14241.4135,17.3113,0.903061
copper_quarry,miner,3,21,328427.3,31581.1445,10531.6126,174.7343,18161.0739,18.0841,9292.7624,15773.1669,16.2959,0.897959
copper_quarry,miner,3,22,359777.75,34873.4485,11563.4438,191.5272,20113.0755,17.8878,10362.066,17517.0163,16.0607,0.892857
copper_quarry,miner,3,23,394890.26,38610.2034,12729.3321,210.587,22333.1473,17.6818,11583.5775,19504.0537,15.8159,0.887755
copper_quarry,miner,3,24,434216.27,42854.8015,14047.5279,232.2372,24860.2817,17.4663,12980.3122,21770.2571,15.5615,0.882653
copper_quarry,miner,3,25,478261.4,47680.3323,15538.9597,256.8505,27739.5342,17.2411,14578.9758,24357.2766,15.2974,0.877551
copper_quarry,miner,3,26,527591.94,53171.2063,17227.6845,284.8576,31023.0379,17.0065,16410.5807,27313.3816,15.0238,0.872449
copper_quarry,miner,3,27,582842.15,59425.0908,19141.37,316.7564,34771.259,16.7622,18511.2612,30694.6711,14.7404,0.867347
copper_quarry,miner,3,28,644722.38,66555.1139,21311.9112,353.1241,39054.3683,16.5083,20923.1001,34566.3509,14.4475,0.862245
copper_quarry,miner,3,29,714028.24,74692.5932,23776.1264,394.6306,43953.9976,16.2449,23695.2544,39004.4153,14.1451,0.857143
copper_quarry,miner,3,30,909278.94,96467.0057,30524.5675,505.6941,56929.9673,15.9719,30881.0591,50650.3028,15.0471,0.852041
copper_quarry,miner,3,31,996216.21,107292.0404,33746.5885,560.9088,63496.5525,15.6893,34652.8408,56637.319,13.2393,0.846939
copper_quarry,miner,3,32,1093585.96,119677.9706,37415.5764,624.0851,71025.3289,15.3971,38994.9268,63513.7863,12.933,0.841837
copper_quarry,miner,3,33,1202640.08,133869.1045,41598.5772,696.4691,79669.4307,15.0954,44000.9488,71423.2433,12.616,0.836735
copper_quarry,miner,3,34,1324780.69,150151.9497,46373.8188,779.5221,89608.7897,14.784,49781.3094,80534.6134,12.2886,0.831633
copper_quarry,miner,3,35,1461578.17,168863.3866,51832.8148,874.9625,101055.38,14.4631,56466.5245,91047.2153,11.9509,0.826531
copper_quarry,miner,3,36,1614791.35,190400.6278,58082.9308,984.8164,114259.6061,14.1327,64211.2896,103196.8606,11.6033,0.821429
copper_quarry,miner,3,37,1786390.11,215233.42,65250.5182,1111.4797,129518.1371,13.7926,73199.4789,117263.3428,11.2461,0.816327
copper_quarry,miner,3,38,1978580.73,243919.1361,73484.7584,1257.7954,147183.6266,13.4429,83650.3759,133579.7452,10.8794,0.811224
copper_quarry,miner,3,39,2193834.22,277121.4211,82962.4285,1427.1486,167676.7043,13.0837,95826.3455,152543.9178,10.5037,0.806122
copper_quarry,miner,3,40,2825655.76,366280.8968,108960.2757,1881.9196,222231.6704,12.7149,127702.3843,202657.128,11.5814,0.80102
copper_quarry,miner,3,41,3095669.74,412466.898,121918.0399,2117.4981,250935.2832,12.3365,144978.9604,229372.9008,9.407,0.795918
copper_quarry,miner,3,42,3398085.39,466195.902,136916.0705,2391.5508,284392.8042,11.9486,165191.065,260564.6081,9.0388,0.790816
copper_quarry,miner,3,43,3736790.92,528876.3742,154322.4685,2711.2618,323503.1002,11.551,188906.1348,297087.1179,8.6603,0.785714
copper_quarry,miner,3,44,4116141.12,602224.0189,174583.7348,3085.3822,369362.7647,11.1439,216818.2307,339984.5924,8.272,0.780612
copper_quarry,miner,3,45,4541013.34,688341.6622,198244.852,3524.6379,423317.7899,10.7272,249781.4139,390540.1536,7.8746,0.77551
copper_quarry,miner,3,46,5016870.23,789824.1879,225975.6537,4042.2644,487031.4547,10.3009,288853.6053,450341.1412,7.4687,0.770408
copper_quarry,miner,3,47,5549829.94,909897.9538,258605.7757,4654.7184,562574.59,9.8651,335354.9811,521365.9359,7.055,0.765306
copper_quarry,miner,3,48,6146744.82,1052608.6331,297171.7149,5382.6352,652547.2262,9.4196,390946.6989,606100.9878,6.6344,0.760204
copper_quarry,miner,3,49,6815289.48,1223077.7929,342981.0068,6252.1382,760244.8436,8.9646,457738.5858,707700.8204,6.2076,0.755102
copper_quarry,miner,3,50,8908693.84,1681681.0686,468398.2283,8591.3117,1048081.6299,8.5,634156.2007,977794.1994,7.2729,0.75
bauxite_quarry,miner,4,1,127902.08,7889.3626,2554.8667,84.0,4567.9314,28.0,2395.19,4017.1626,,1.0
bauxite_quarry,miner,4,2,133902.08,8239.7213,2654.7109,86.6112,4783.6073,27.9919,2523.0995,4216.8672,27.8195,0.994898
bauxite_quarry,miner,4,3,140622.08,8637.566,2768.6196,89.5764,5028.0519,27.9675,2667.547,4442.8499,27.4909,0.989796
bauxite_quarry,miner,4,4,148148.48,9088.6877,2898.2024,92.9387,5304.8655,27.9269,2830.7078,4698.4718,27.1894,0.984694
bauxite_quarry,miner,4,5,156578.05,9599.6738,3045.2835,96.7471,5618.1496,27.87,3015.0667,4987.5666,26.9071,0.979591
bauxite_quarry,miner,4,6,166019.17,10178.0114,3211.9324,101.0574,5972.5688,27.7969,3223.4531,5314.4971,26.6383,0.974489
bauxite_quarry,miner,4,7,176593.22,10832.2368,3400.4943,105.9334,6373.4539,27.7076,3459.1145,5684.2584,26.3768,0.969388
bauxite_quarry,miner,4,8,188436.16,11572.0776,3613.629,111.4475,6826.8909,27.602,3725.7711,6102.562,26.1182,0.964286
bauxite_quarry,miner,4,9,201700.25,12408.634,3854.3587,117.6824,7339.8358,27.4802,4027.6867,6575.9442,25.8587,0.959184
bauxite_quarry,miner,4,10,225460.84,13902.185,4295.3134,128.814,8245.9102,27.3421,4549.964,7404.5431,26.2237,0.954081
bauxite_quarry,miner,4,11,242099.31,14973.7182,4601.6419,136.8002,8904.6902,27.1878,4939.7115,8013.8849,25.2565,0.94898
bauxite_quarry,miner,4,12,260734.4,16185.9819,4947.4456,145.8353,9650.6498,27.0173,5381.7817,8704.3768,24.9814,0.943878
bauxite_quarry,miner,4,13,281605.7,17557.9026,5337.7807,156.0604,10495.7335,26.8305,5883.5906,9487.3075,24.6973,0.938776
bauxite_quarry,miner,4,14,304981.56,19111.1682,5778.4135,167.637,11453.6525,26.6275,6453.6774,10375.6532,24.4028,0.933674
bauxite_quarry,miner,4,15,331162.52,20870.6459,6275.9227,180.7505,12540.1564,26.4082,7101.8823,11384.3413,24.0965,0.928572
bauxite_quarry,miner,4,16,360485.19,22864.8875,6837.8247,195.6137,13773.3607,26.1726,7839.5592,12530.5656,23.7776,0.92347
bauxite_quarry,miner,4,17,393326.58,25126.7125,7472.7167,212.4713,15174.1263,25.9209,8679.8236,13834.154,23.4453,0.918368
bauxite_quarry,miner,4,18,430108.94,27693.9032,8190.4452,231.6047,16766.5123,25.6529,9637.85,15318.0073,23.0989,0.913265
bauxite_quarry,miner,4,19,471305.19,30610.0009,9002.3026,253.3386,18578.2929,25.3686,10731.2082,17008.5987,22.738,0.908163
bauxite_quarry,miner,4,20,548964.33,35989.56,10524.9495,293.4328,21898.9246,25.0681,12710.7909,20090.3759,23.3869,0.903061
bauxite_quarry,miner,4,21,600640.9,39783.5545,11568.7531,321.7098,24266.9897,24.7514,14152.0042,22308.4054,21.8223,0.897959
bauxite_quarry,miner,4,22,658518.66,44104.0534,12752.2516,353.9108,26968.1652,24.4184,15800.9545,24841.8841,21.4269,0.892857
bauxite_quarry,miner,4,23,723341.75,49029.2168,14095.3041,390.6184,30052.666,24.0691,17689.7989,27738.9437,21.0157,0.887755
bauxite_quarry,miner,4,24,795943.61,54649.8511,15620.8738,432.5094,33578.9272,23.7037,19856.0609,31055.6657,20.5889,0.882653
bauxite_quarry,miner,4,25,877257.69,61071.6897,17355.5618,480.3718,37615.1078,23.322,22343.6372,34857.5525,20.1463,0.877551
bauxite_quarry,miner,4,26,968329.46,68418.1063,19330.2464,535.1252,42240.8793,22.924,25203.9903,39221.2743,19.6879,0.872449
bauxite_quarry,miner,4,27,1070329.85,76833.3501,21580.8693,597.8446,47549.5335,22.5098,28497.5315,44236.7127,19.214,0.867347
bauxite_quarry,miner,4,28,1184570.28,86486.5059,24149.3432,669.7903,53650.614,22.0793,32295.3996,50009.5469,18.7246,0.862245
bauxite_quarry,miner,4,29,1312519.56,97576.2989,27084.6908,752.4433,60673.0733,21.6327,36681.5595,56664.3329,18.22,0.857143
bauxite_quarry,miner,4,30,1657971.15,125652.8598,34670.4195,961.7,78318.044,21.1697,47554.9585,73283.9826,19.5779,0.852041
bauxite_quarry,miner,4,31,1818470.73,140679.7365,38584.2351,1073.6964,87888.9704,20.6905,53593.7401,82395.6967,16.7695,0.846939
bauxite_quarry,miner,4,32,1998230.26,158010.5754,43076.4955,1202.8645,98946.1574,20.1951,60590.8526,92936.5186,16.2573,0.841837
bauxite_quarry,miner,4,33,2199560.94,178038.9688,48242.4308,1352.1376,111746.6284,19.6835,68715.3913,105155.9061,15.7284,0.836735
bauxite_quarry,miner,4,34,2425051.3,201234.9649,54195.2599,1525.019,126597.7768,19.1556,78170.0631,119352.5299,15.1834,0.831633
bauxite_quarry,miner,4,35,2677600.5,228162.2429,61070.1583,1725.71,143868.746,18.6114,89198.8469,135885.4382,14.6228,0.826531
bauxite_quarry,miner,4,36,2960455.6,259499.9192,69029.2833,1959.272,164004.8866,18.051,102096.7384,155188.2488,14.0471,0.821429
bauxite_quarry,miner,4,37,3277253.32,296070.2231,78268.1308,2231.8332,187546.1254,17.4744,117222.1491,177787.1936,13.4571,0.816327
bauxite_quarry,miner,4,38,3632066.76,338874.149,89023.7363,2550.854,215150.6161,16.8815,135012.8608,204324.3449,12.8535,0.811224
bauxite_quarry,miner,4,39,4029457.82,389137.7434,101585.2594,2925.4722,247625.5002,16.2724,156006.8333,235587.8629,12.2369,0.806122
bauxite_quarry,miner,4,40,5144534.78,515505.2295,133722.0381,3867.2984,328786.8269,15.647,207953.828,313363.0733,13.739,0.80102
bauxite_quarry,miner,4,41,5643022.12,588303.1234,151633.7944,4409.8665,376065.7323,15.0054,238781.9405,359059.9426,10.5435,0.795918
bauxite_quarry,miner,4,42,6201327.94,674629.3174,172769.5345,5053.262,432221.6733,14.3476,275495.8903,413403.9589,9.9421,0.790816
bauxite_quarry,miner,4,43,6826630.46,777517.4295,197834.082,5820.0947,499261.0299,13.6735,319442.7259,478361.0605,9.3274,0.785714
bauxite_quarry,miner,4,44,7526969.28,900843.6373,227725.2044,6739.2539,579749.8857,12.9831,372347.8493,556447.3813,8.7011,0.780612
bauxite_quarry,miner,4,45,8311348.76,1049621.205,263600.6268,7848.1041,677010.0524,12.2766,436447.9196,650922.2171,8.0648,0.77551
bauxite_quarry,miner,4,46,9189853.78,1230424.9062,306974.5088,9195.6474,795401.6325,11.5537,514682.5143,766066.2362,7.4203,0.770408
bauxite_quarry,miner,4,47,10173779.4,1452016.6908,359859.6229,10847.1873,940739.5961,10.8147,610976.731,907591.669,6.7699,0.765306
bauxite_quarry,miner,4,48,11275776.1,1726293.3861,424982.5815,12891.3917,1120924.8892,10.0594,730669.4449,1083263.8207,6.1159,0.760204
bauxite_quarry,miner,4,49,12510012.4,2069766.5759,506119.8122,15451.3227,1346930.0336,9.2878,881182.2196,1303871.7573,5.4611,0.755102
